重点,sub-concept,指
超过,sub-concept,资源
核心,sub-concept,登载
225,sub-concept,统一
得以,sub-concept,客观
文件,sub-concept,资源
49,sub-concept,少
研究,sub-concept,统一
排序,sub-concept,卷
高,sub-concept,手段
10,sub-concept,各期
统计,sub-concept,续
布拉德福,sub-concept,内容
定义,sub-concept,纸张
年,sub-concept,固定
引用率,sub-concept,印刷
文献,sub-concept,版式
含有,sub-concept,各期
定义,sub-concept,指
核心,sub-concept,再版
表现,sub-concept,客观
布拉德福,sub-concept,少
时效性,sub-concept,信息
即P,sub-concept,包括
国防部,sub-concept,纸质
单位,sub-concept,极
前,sub-concept,各期
特征,sub-concept,信息
新,sub-concept,客观
过程,sub-concept,复制
表现,sub-concept,纸质
作用,sub-concept,各期
观点,sub-concept,纸质
论文,sub-concept,般
发现,sub-concept,固定
10,sub-concept,名称
定期,sub-concept,手写
49,sub-concept,作者
记录,sub-concept,资源
定义,sub-concept,图书
检阅,sub-concept,顺序号
单位,sub-concept,篇
论文,sub-concept,少
n2,sub-concept,复制
引用率,sub-concept,媒体
名称,sub-concept,信息
传递,sub-concept,文章
纸质,sub-concept,记录
统计,sub-concept,纸质
研究,sub-concept,信息
方式,sub-concept,信息
人才,sub-concept,统一
文献,sub-concept,名称
前,sub-concept,续
水平,sub-concept,包括
系列,sub-concept,含义
传递,sub-concept,周期
发现,sub-concept,名称
刊载,sub-concept,手写
申请,sub-concept,信息
光波,sub-concept,信息
易于,sub-concept,类
系列,sub-concept,信息
伴随,sub-concept,资源
固定,sub-concept,纸质
语言,sub-concept,载体
政府,sub-concept,类型
公司,sub-concept,资源
倍,sub-concept,连续
活动,sub-concept,看法
理想,sub-concept,纸质
图,sub-concept,媒体
期,sub-concept,纸质
媒介,sub-concept,要素
生产,sub-concept,类型
10,sub-concept,卷
剩下,sub-concept,统一
科学技术,sub-concept,定期
信息,sub-concept,再版
共,sub-concept,再版
总称,sub-concept,看法
知识,sub-concept,要素
资源,sub-concept,类
连续,sub-concept,媒体
瞬时性,sub-concept,载体
规章制度,sub-concept,资源
消除,sub-concept,信息
有用,sub-concept,看法
数量,sub-concept,重复
等同,sub-concept,资源
媒体,sub-concept,密
侵权,sub-concept,信息
284,sub-concept,出版
技术,sub-concept,重复
分布,sub-concept,资源
纸质,sub-concept,印刷
交流,sub-concept,类
学术性,sub-concept,名称
若干,sub-concept,篇
易,sub-concept,分
成果,sub-concept,类型
宇航局,sub-concept,资源
确认,sub-concept,类型
文献,sub-concept,类
数据库,sub-concept,资源
 ,sub-concept,内容
n2,sub-concept,期刊
磁盘,sub-concept,媒体
解,sub-concept,资源
倍,sub-concept,固定
发展,sub-concept,功能
准确,sub-concept,纸质
若干,sub-concept,极
含义,sub-concept,信息
劳动,sub-concept,信息
含有,sub-concept,登载
般,sub-concept,复制
细节,sub-concept,载体
期刊,sub-concept,出版物
读者,sub-concept,集合
纸质,sub-concept,纸质
软载体,sub-concept,信息
组织,sub-concept,种类
检阅,sub-concept,期刊
成熟,sub-concept,纸质
般,sub-concept,纸质
类,sub-concept,媒体
交流,sub-concept,分
 ,sub-concept,复制
利用率,sub-concept,记录
专利,sub-concept,资源
媒体,sub-concept,般
文章,sub-concept,纸质
学术性,sub-concept,期刊
手段,sub-concept,建设
期,sub-concept,资源
各期,sub-concept,手写
高,sub-concept,指
类型,sub-concept,手段
针对性,sub-concept,纸质
提取,sub-concept,类
指,sub-concept,纸张
文字,sub-concept,密
强,sub-concept,媒体
隐蔽,sub-concept,媒体
狭义,sub-concept,看法
重复,sub-concept,记录
 ,sub-concept,般
原始,sub-concept,类型
NASA,sub-concept,纸质
论文,sub-concept,再版
作者,sub-concept,材料
数量,sub-concept,定期
保存,sub-concept,信息
磁盘,sub-concept,称
成果,sub-concept,少
传递,sub-concept,客观
倍,sub-concept,作者
编辑,sub-concept,信息
服务,sub-concept,信息
培养,sub-concept,篇
图书,sub-concept,复制
10,sub-concept,重复
索取,sub-concept,纸质
资料,sub-concept,资源
作用,sub-concept,概述
第一,sub-concept,称
组织,sub-concept,含义
固定,sub-concept,指
文献,sub-concept,手段
综合国,sub-concept,信息
研究,sub-concept,登载
纸质,sub-concept,包括
组织,sub-concept,看法
n2,sub-concept,顺序号
语言,sub-concept,客观
发现,sub-concept,出版物
电,sub-concept,出版
技术,sub-concept,卷
原始,sub-concept,信息
流通,sub-concept,包括
284,sub-concept,再版
保存,sub-concept,称
n2,sub-concept,周期
寿命,sub-concept,纸张
发展,sub-concept,手写
图书,sub-concept,手写
年,sub-concept,指
价,sub-concept,看法
期刊,sub-concept,年
保存,sub-concept,分
再版,sub-concept,记录
信息,sub-concept,超过
共,sub-concept,超过
学科,sub-concept,极
重复,sub-concept,材料
瞬时性,sub-concept,媒体
期刊,sub-concept,复制
284,sub-concept,续
成果,sub-concept,周期
完整,sub-concept,资源
定律,sub-concept,记录
新,sub-concept,载体
专利,sub-concept,纸质
两,sub-concept,资源
永久,sub-concept,密
知识,sub-concept,图书
研究,sub-concept,卷
特定,sub-concept,类型
单位,sub-concept,续
代表,sub-concept,资源
过程,sub-concept,包括
生产,sub-concept,作用
各期,sub-concept,资源
前,sub-concept,般
核心,sub-concept,年月
检索,sub-concept,资源
利用,sub-concept,客观
设计,sub-concept,纸质
门,sub-concept,资源
传递,sub-concept,媒体
各期,sub-concept,材料
文章,sub-concept,载体
搜集,sub-concept,期
n倍,sub-concept,期
水平,sub-concept,媒体
时效性,sub-concept,特征
出版物,sub-concept,手写
学位,sub-concept,资源
布拉德福,sub-concept,期刊
易,sub-concept,类
中,sub-concept,定期
电,sub-concept,般
剩下,sub-concept,期
指,sub-concept,复制
学科,sub-concept,文章
快捷,sub-concept,种类
记载,sub-concept,作者
输出,sub-concept,类型
纸质,sub-concept,载体
居多,sub-concept,手段
加工,sub-concept,信息
序化,sub-concept,资源
般,sub-concept,媒体
时常,sub-concept,两
科学技术,sub-concept,周期
顺序号,sub-concept,媒体
信息,sub-concept,指
决策,sub-concept,纸质
源,sub-concept,信息
提供,sub-concept,称
定义,sub-concept,客观
登载,sub-concept,载体
搜集,sub-concept,年月
要点,sub-concept,资源
结论,sub-concept,顺序号
导航,sub-concept,资源
声波,sub-concept,类
论文,sub-concept,印刷
剩下,sub-concept,年月
文献,sub-concept,包括
意识,sub-concept,要素
中,sub-concept,看法
水平,sub-concept,印刷
流通,sub-concept,印刷
强,sub-concept,载体
人才,sub-concept,卷
年,sub-concept,期刊
包含,sub-concept,居多
纸张,sub-concept,信息
结论,sub-concept,超过
学科,sub-concept,定期
重点,sub-concept,纸张
分,sub-concept,信息
瞬时性,sub-concept,含义
物质,sub-concept,两
对手,sub-concept,纸质
文献,sub-concept,题
225,sub-concept,重复
生产,sub-concept,功能
类型,sub-concept,指
第三,sub-concept,续
维系,sub-concept,功能
n,sub-concept,指
著名,sub-concept,指
建设性,sub-concept,信息
划分,sub-concept,种类
信息,sub-concept,作者
检阅,sub-concept,周期
共,sub-concept,作者
含有,sub-concept,续
论文,sub-concept,媒体
联合国,sub-concept,资源
寿命,sub-concept,手写
方式,sub-concept,种类
手写,sub-concept,建设
剩下,sub-concept,连续
学科,sub-concept,内容
体系,sub-concept,信息
研究,sub-concept,重复
发展,sub-concept,信息
资源,sub-concept,纸质
种类,sub-concept,信息
成果,sub-concept,顺序号
反馈,sub-concept,媒体
p,sub-concept,集合
纸张,sub-concept,含义
提供,sub-concept,媒体
真实,sub-concept,含义
数据库,sub-concept,信息
学术,sub-concept,卷
前,sub-concept,版式
隐蔽,sub-concept,类
名称,sub-concept,手段
被摘率,sub-concept,手段
结论,sub-concept,年月
永久,sub-concept,两
真实,sub-concept,类型
含义,sub-concept,资源
劳动,sub-concept,资源
登载,sub-concept,包括
图,sub-concept,手段
足,sub-concept,密
国防部,sub-concept,类型
胶片,sub-concept,两
动态性,sub-concept,特性
学科,sub-concept,年月
表现,sub-concept,载体
学术,sub-concept,周期
实物,sub-concept,信息
人才,sub-concept,定期
若干,sub-concept,文章
决策,sub-concept,功能
思想,sub-concept,信息
作者,sub-concept,集合
10,sub-concept,年
学位,sub-concept,纸质
官方,sub-concept,信息
称,sub-concept,密
媒体,sub-concept,篇
建设,sub-concept,资源
判别,sub-concept,题
成果,sub-concept,出版物
前,sub-concept,名称
学术性,sub-concept,再版
易于,sub-concept,客观
成就,sub-concept,固定
利用率,sub-concept,指
侵权,sub-concept,资源
随意性,sub-concept,客观
49,sub-concept,篇
单位,sub-concept,作者
文章,sub-concept,媒体
出版,sub-concept,指
排序,sub-concept,统一
信息,sub-concept,印刷
研究,sub-concept,资源
即P,sub-concept,指
传递,sub-concept,密
各期,sub-concept,纸张
 ,sub-concept,顺序号
媒体,sub-concept,居多
年月,sub-concept,手写
区域,sub-concept,包括
文献,sub-concept,类型
核心,sub-concept,纸质
前,sub-concept,登载
学科,sub-concept,周期
出版,sub-concept,手段
区域,sub-concept,篇
即P,sub-concept,手段
捕获,sub-concept,资源
流通,sub-concept,媒体
225,sub-concept,顺序号
长,sub-concept,手写
出发,sub-concept,资源
搜集,sub-concept,内容
登载,sub-concept,连续
流行,sub-concept,信息
区域,sub-concept,固定
要素,sub-concept,多种
学术,sub-concept,篇
读者,sub-concept,记录
文章,sub-concept,印刷
统计,sub-concept,连续
人才,sub-concept,期刊
n2,sub-concept,版式
信息,sub-concept,媒体
编印,sub-concept,类型
期,sub-concept,材料
什,sub-concept,题
发行,sub-concept,类型
方式,sub-concept,资源
狭义,sub-concept,信息
光波,sub-concept,两
建设性,sub-concept,特性
剩下,sub-concept,名称
包括,sub-concept,看法
期,sub-concept,复制
美国,sub-concept,资源
非密,sub-concept,纸质
周期,sub-concept,复制
单位,sub-concept,少
建设,sub-concept,媒体
口头,sub-concept,分
中,sub-concept,指
标识,sub-concept,媒体
学术,sub-concept,重复
著名,sub-concept,类型
细节,sub-concept,两
会议,sub-concept,类型
易于,sub-concept,媒体
媒介,sub-concept,媒体
国际,sub-concept,资源
实物,sub-concept,密
代表,sub-concept,媒体
登载,sub-concept,印刷
电,sub-concept,登载
资源,sub-concept,多种
两,sub-concept,媒体
论文,sub-concept,载体
序化,sub-concept,多种
学术性,sub-concept,作者
期,sub-concept,载体
引进,sub-concept,资源
媒体,sub-concept,出版
文献,sub-concept,多种
49,sub-concept,出版物
出版物,sub-concept,手段
劳动,sub-concept,看法
媒体,sub-concept,期
情况,sub-concept,信息
般,sub-concept,包括
续,sub-concept,指
284,sub-concept,名称
判别,sub-concept,印刷
成就,sub-concept,少
包含,sub-concept,客观
n2,sub-concept,般
培养,sub-concept,统一
搜集,sub-concept,定期
利用,sub-concept,称
信息,sub-concept,称
传递,sub-concept,出版物
PB,sub-concept,资源
情报源,sub-concept,信息
n2,sub-concept,再版
源优点,sub-concept,密
会议,sub-concept,信息
定期,sub-concept,纸张
特征,sub-concept,种类
有限,sub-concept,客观
记录,sub-concept,密
作用,sub-concept,篇
技术,sub-concept,含义
承担,sub-concept,信息
检测,sub-concept,类型
总称,sub-concept,信息
文章,sub-concept,集合
研究,sub-concept,版式
培养,sub-concept,出版
n倍,sub-concept,续
学术性,sub-concept,般
形式,sub-concept,概述
入,sub-concept,资源
国内外,sub-concept,信息
引用率,sub-concept,纸张
权威,sub-concept,类型
口头,sub-concept,信息
10,sub-concept,作者
印刷型,sub-concept,资源
分布,sub-concept,载体
核心,sub-concept,手段
供,sub-concept,种类
媒体,sub-concept,统一
可靠,sub-concept,分
标准,sub-concept,信息
卷,sub-concept,集合
成果,sub-concept,固定
期,sub-concept,包括
布拉德福,sub-concept,材料
称为,sub-concept,纸质
检测,sub-concept,纸质
运动,sub-concept,概述
两,sub-concept,出版物
般,sub-concept,载体
检阅,sub-concept,出版
顺序号,sub-concept,载体
存取型,sub-concept,信息
称为,sub-concept,信息
规避,sub-concept,资源
n2,sub-concept,固定
版式,sub-concept,集合
学科,sub-concept,记录
单位,sub-concept,年
本体,sub-concept,资源
版式,sub-concept,复制
分布,sub-concept,记录
政务,sub-concept,类型
实力,sub-concept,信息
文献,sub-concept,含义
论文,sub-concept,极
用户,sub-concept,种类
常用,sub-concept,资源
记载,sub-concept,固定
共享性,sub-concept,特征
协议,sub-concept,资源
记录,sub-concept,客观
人类,sub-concept,称
结论,sub-concept,再版
含有,sub-concept,期
要点,sub-concept,信息
中,sub-concept,媒体
表达,sub-concept,密
作用,sub-concept,出版
政府,sub-concept,信息
代表,sub-concept,载体
性质,sub-concept,信息
发放,sub-concept,资源
数量,sub-concept,年
续,sub-concept,印刷
社会,sub-concept,多种
电,sub-concept,期
周期,sub-concept,指
电,sub-concept,少
可靠性,sub-concept,类
建设,sub-concept,看法
中,sub-concept,复制
少,sub-concept,手段
发现,sub-concept,出版
电,sub-concept,出版物
中,sub-concept,集合
承载,sub-concept,载体
会议,sub-concept,纸质
布拉德福,sub-concept,手段
信息,sub-concept,集合
 ,sub-concept,篇
多种,sub-concept,看法
区域,sub-concept,顺序号
公布,sub-concept,信息
信息,sub-concept,建设
中,sub-concept,印刷
决议,sub-concept,类型
研究生,sub-concept,资源
加工,sub-concept,称
数量,sub-concept,顺序号
年,sub-concept,纸质
n倍,sub-concept,居多
检阅,sub-concept,居多
信息,sub-concept,包括
可靠性,sub-concept,分
免费,sub-concept,种类
易于,sub-concept,分
期,sub-concept,印刷
人脑,sub-concept,分
 ,sub-concept,重复
媒体,sub-concept,文章
责任,sub-concept,信息
统一,sub-concept,手段
DOE,sub-concept,类型
表达,sub-concept,信息
镜像,sub-concept,资源
期刊,sub-concept,卷
49,sub-concept,文章
密,sub-concept,媒体
传递,sub-concept,卷
培养,sub-concept,期刊
极,sub-concept,印刷
判别,sub-concept,载体
代表,sub-concept,包括
强,sub-concept,两
信息源,sub-concept,含义
转换,sub-concept,多种
随意性,sub-concept,载体
10,sub-concept,期
符号,sub-concept,图书
定义,sub-concept,类
文献,sub-concept,作者
225,sub-concept,年
区域,sub-concept,超过
载体,sub-concept,分
作用,sub-concept,纸质
会议,sub-concept,思考
研究,sub-concept,年
完整,sub-concept,纸质
硬载体,sub-concept,密
刊载,sub-concept,印刷
资源,sub-concept,记录
PB,sub-concept,信息
情报源,sub-concept,资源
统计,sub-concept,类型
科学,sub-concept,信息
检阅,sub-concept,卷
学科,sub-concept,篇
连续,sub-concept,手段
知识,sub-concept,客观
学科,sub-concept,信息
系列,sub-concept,资源
培养,sub-concept,内容
伴随,sub-concept,信息
n倍,sub-concept,重复
第三,sub-concept,极
登录,sub-concept,资源
中,sub-concept,作者
保存,sub-concept,两
第一,sub-concept,客观
课程,sub-concept,纸质
n倍,sub-concept,名称
标准,sub-concept,类型
系列,sub-concept,多种
发明,sub-concept,纸质
两,sub-concept,极
人脑,sub-concept,两
电波,sub-concept,类
意识,sub-concept,媒体
固定,sub-concept,复制
用于,sub-concept,客观
成果,sub-concept,再版
超过,sub-concept,媒体
极,sub-concept,记录
区域,sub-concept,年月
定,sub-concept,资源
活动,sub-concept,纸质
重复,sub-concept,手写
284,sub-concept,固定
第三,sub-concept,名称
源优点,sub-concept,客观
n倍,sub-concept,登载
媒体,sub-concept,信息
出版,sub-concept,包括
学术性,sub-concept,定期
美国,sub-concept,信息
有序化,sub-concept,多种
建设,sub-concept,载体
硬载体,sub-concept,信息
人才,sub-concept,年
连续,sub-concept,纸质
足,sub-concept,两
n2,sub-concept,纸质
信息,sub-concept,类型
年月,sub-concept,纸质
培养,sub-concept,卷
 ,sub-concept,卷
作用,sub-concept,类型
 ,sub-concept,类型
承载,sub-concept,媒体
四,sub-concept,纸质
期,sub-concept,媒体
 ,sub-concept,名称
信息源,sub-concept,密
学术性,sub-concept,顺序号
社会存在,sub-concept,功能
含量,sub-concept,纸质
司法,sub-concept,资源
准确,sub-concept,类型
统一,sub-concept,媒体
符号,sub-concept,含义
作用,sub-concept,内容
传递,sub-concept,重复
搜集,sub-concept,统一
辗转,sub-concept,密
相关,sub-concept,看法
转换,sub-concept,资源
电,sub-concept,卷
剩下,sub-concept,年
倍,sub-concept,再版
提供,sub-concept,两
培养,sub-concept,登载
用户,sub-concept,资源
归纳,sub-concept,信息
常用,sub-concept,种类
类型,sub-concept,纸质
提取,sub-concept,载体
名称,sub-concept,指
引用率,sub-concept,资源
文字,sub-concept,信息
发现,sub-concept,篇
第三,sub-concept,登载
大型,sub-concept,信息
利用率,sub-concept,载体
年月,sub-concept,指
源优点,sub-concept,媒体
核心,sub-concept,内容
出版,sub-concept,载体
技术,sub-concept,文章
布拉德福,sub-concept,作者
包含,sub-concept,超过
 ,sub-concept,纸张
光盘,sub-concept,分
时常,sub-concept,信息
作者,sub-concept,载体
随意性,sub-concept,媒体
人类,sub-concept,多种
新颖,sub-concept,信息
学术,sub-concept,出版物
n2,sub-concept,名称
磁盘,sub-concept,密
镜像,sub-concept,信息
磁带,sub-concept,媒体
研究,sub-concept,续
规律,sub-concept,信息
光波,sub-concept,密
纸质,sub-concept,手段
利用率,sub-concept,复制
少,sub-concept,纸质
单元,sub-concept,图书
印刷,sub-concept,信息
电,sub-concept,居多
藏,sub-concept,种类
设备,sub-concept,多种
p,sub-concept,手段
创造,sub-concept,看法
居多,sub-concept,资源
登载,sub-concept,重复
若干,sub-concept,顺序号
10,sub-concept,内容
图,sub-concept,资源
承载,sub-concept,含义
学术,sub-concept,资源
n2,sub-concept,期
记载,sub-concept,连续
论文,sub-concept,期刊
政务,sub-concept,纸质
内容,sub-concept,图书
定期,sub-concept,载体
卷,sub-concept,媒体
布拉德福,sub-concept,超过
284,sub-concept,登载
人类,sub-concept,含义
文献,sub-concept,重复
水平,sub-concept,材料
期刊,sub-concept,名称
类,sub-concept,信息
中,sub-concept,再版
刊载,sub-concept,载体
研究,sub-concept,功能
核心,sub-concept,重复
成果,sub-concept,文章
特征,sub-concept,资源
利用,sub-concept,多种
细节,sub-concept,分
 ,sub-concept,版式
公布,sub-concept,资源
顺序号,sub-concept,手段
新,sub-concept,称
优缺点,sub-concept,资源
学术性,sub-concept,期
若干,sub-concept,出版物
课程,sub-concept,类型
捕获,sub-concept,种类
记载,sub-concept,顺序号
密级,sub-concept,纸质
年,sub-concept,少
针对性,sub-concept,含义
信息源,sub-concept,资源
生产,sub-concept,信息
说明书,sub-concept,信息
作者,sub-concept,包括
研究,sub-concept,顺序号
成就,sub-concept,续
实力,sub-concept,资源
登载,sub-concept,居多
高,sub-concept,媒体
细节,sub-concept,类
完整,sub-concept,类型
前,sub-concept,出版
期刊,sub-concept,媒体
学科,sub-concept,期刊
统一,sub-concept,载体
周期,sub-concept,信息
性质,sub-concept,资源
高,sub-concept,复制
学术,sub-concept,纸质
布拉德福,sub-concept,媒体
科学技术,sub-concept,年月
人才,sub-concept,作者
结论,sub-concept,期刊
人脑,sub-concept,类
资源,sub-concept,信息
包括,sub-concept,资源
高,sub-concept,集合
期刊,sub-concept,统一
体系,sub-concept,纸质
得以,sub-concept,称
传递,sub-concept,统一
原始,sub-concept,纸质
光盘,sub-concept,类
发展,sub-concept,记录
值,sub-concept,特性
广义,sub-concept,看法
高,sub-concept,印刷
潜在性,sub-concept,特性
开发,sub-concept,信息
人类,sub-concept,媒体
超过,sub-concept,包括
作用,sub-concept,文章
再版,sub-concept,手写
重点,sub-concept,手写
免费,sub-concept,信息
媒体,sub-concept,版式
标准,sub-concept,材料
源优点,sub-concept,载体
搜集,sub-concept,各期
含有,sub-concept,般
模仿,sub-concept,类型
核心,sub-concept,周期
名称,sub-concept,媒体
情报,sub-concept,媒体
检阅,sub-concept,统一
定义,sub-concept,纸质
媒体,sub-concept,卷
指,sub-concept,建设
剩下,sub-concept,各期
学科,sub-concept,少
单位,sub-concept,定期
搜集,sub-concept,作者
水平,sub-concept,手写
高,sub-concept,纸质
出版物,sub-concept,纸质
科技,sub-concept,种类
信息,sub-concept,图书
成果,sub-concept,年月
电,sub-concept,版式
指,sub-concept,集合
篇,sub-concept,指
针对性,sub-concept,信息
文献,sub-concept,集合
开发,sub-concept,资源
入,sub-concept,信息
内外,sub-concept,含义
利用率,sub-concept,印刷
般,sub-concept,指
知识,sub-concept,载体
本体,sub-concept,含义
技术,sub-concept,续
机密,sub-concept,资源
决策,sub-concept,信息
成就,sub-concept,般
倍,sub-concept,超过
源,sub-concept,纸质
纸质,sub-concept,指
卷,sub-concept,载体
用于,sub-concept,分
利用,sub-concept,纸质
再版,sub-concept,纸质
研究,sub-concept,内容
电波,sub-concept,载体
搜集,sub-concept,期刊
登载,sub-concept,作者
区域,sub-concept,记录
篇,sub-concept,纸张
记载,sub-concept,少
发现,sub-concept,各期
综合国,sub-concept,多种
价,sub-concept,资源
剩下,sub-concept,期刊
含有,sub-concept,作者
永久,sub-concept,客观
正式,sub-concept,纸质
区域,sub-concept,出版
随意性,sub-concept,两
分为,sub-concept,纸质
知识,sub-concept,类
集合,sub-concept,资源
缩微型,sub-concept,信息
 ,sub-concept,年
司法,sub-concept,信息
成果,sub-concept,连续
超过,sub-concept,载体
期刊,sub-concept,印刷
成果,sub-concept,超过
单位,sub-concept,连续
极,sub-concept,类型
成就,sub-concept,出版
排序,sub-concept,内容
布拉德福,sub-concept,印刷
引进,sub-concept,信息
推销,sub-concept,纸质
图书,sub-concept,指
维系,sub-concept,信息
优缺点,sub-concept,信息
情报,sub-concept,要素
搜集,sub-concept,连续
极,sub-concept,集合
传递,sub-concept,含义
前,sub-concept,期刊
研究,sub-concept,期
